solver,n_requested,n_used,seed,status,run_dir,speed_mps,y_max_meters,future_only,delta,C,k,stopping_condition,device,runtime_sec,build_time_sec,solve_time_sec,phases,total_inner_loops,matching_cost_m,matching_cost_km,avg_cost_m,avg_cost_km,feasible_matches,free_B,num_feasible_edges,num_arcs,num_nodes,removed_by_future,removed_by_speed,removed_by_ymax
spef_scaled,5000,5000,1,success,results/2014-10-14/spef_scaled_n5000_seed1,8.0,10000.0,True,0.001,100000.0,512,250,cuda,2.4912354699335992,,,5,568,2673824.0957406517,2673.8240957406515,573.7819947941313,0.5737819947941313,4660.0,340.0,,,,27.0,0.0,74.0
spef_scaled,5000,5000,2,success,results/2014-10-14/spef_scaled_n5000_seed2,8.0,10000.0,True,0.001,100000.0,512,250,cuda,2.3333753480110317,,,5,514,2580664.5046363114,2580.6645046363114,556.8978214579869,0.5568978214579869,4634.0,366.0,,,,34.0,0.0,96.0
spef_scaled,5000,5000,3,success,results/2014-10-14/spef_scaled_n5000_seed3,8.0,10000.0,True,0.001,100000.0,512,250,cuda,2.327409842982888,,,5,583,2824448.166029102,2824.448166029102,605.3253677730609,0.6053253677730609,4666.0,334.0,,,,33.0,0.0,62.0
spef_scaled,10000,10000,1,success,results/2014-10-14/spef_scaled_n10000_seed1,8.0,10000.0,True,0.001,100000.0,512,500,cuda,5.655757344095036,,,5,976,4568938.608221477,4568.938608221477,490.4399536519404,0.49043995365194043,9316.0,684.0,,,,50.0,0.0,152.0
spef_scaled,10000,10000,2,success,results/2014-10-14/spef_scaled_n10000_seed2,8.0,10000.0,True,0.001,100000.0,512,500,cuda,6.259485246613622,,,5,958,4683166.18615349,4683.16618615349,504.16257790434815,0.5041625779043482,9289.0,711.0,,,,64.0,0.0,179.0
spef_scaled,10000,10000,3,success,results/2014-10-14/spef_scaled_n10000_seed3,8.0,10000.0,True,0.001,100000.0,512,500,cuda,4.335013604955748,,,5,1031,4609414.899987893,4609.4148999878935,493.46053955549655,0.49346053955549657,9341.0,659.0,,,,57.0,0.0,123.0
spef_scaled,15000,15000,1,success,results/2014-10-14/spef_scaled_n15000_seed1,8.0,10000.0,True,0.001,100000.0,512,750,cuda,4.524119660956785,,,5,1297,6540133.097101221,6540.133097101221,467.7872181604478,0.4677872181604478,13981.0,1019.0,,,,66.0,0.0,238.0
spef_scaled,15000,15000,2,success,results/2014-10-14/spef_scaled_n15000_seed2,8.0,10000.0,True,0.001,100000.0,512,750,cuda,4.495772711932659,,,5,1322,6651433.012693579,6651.433012693579,476.634397183345,0.476634397183345,13955.0,1045.0,,,,74.0,0.0,255.0
spef_scaled,15000,15000,3,success,results/2014-10-14/spef_scaled_n15000_seed3,8.0,10000.0,True,0.001,100000.0,512,750,cuda,4.685257492819801,,,5,1347,6406495.151982514,6406.4951519825145,457.5087589789698,0.4575087589789698,14003.0,997.0,,,,83.0,0.0,201.0
spef_scaled,20000,20000,1,success,results/2014-10-14/spef_scaled_n20000_seed1,8.0,10000.0,True,0.001,100000.0,512,1000,cuda,6.15133087313734,,,5,1718,8390067.079908451,8390.067079908451,449.7730824438968,0.4497730824438968,18654.0,1346.0,,,,83.0,0.0,303.0
spef_scaled,20000,20000,2,success,results/2014-10-14/spef_scaled_n20000_seed2,8.0,10000.0,True,0.001,100000.0,512,1000,cuda,6.304318333975971,,,5,1737,8369598.938988342,8369.598938988342,449.08509625950217,0.44908509625950216,18637.0,1363.0,,,,86.0,0.0,325.0
spef_scaled,20000,20000,3,success,results/2014-10-14/spef_scaled_n20000_seed3,8.0,10000.0,True,0.001,100000.0,512,1000,cuda,6.224081814987585,,,5,1733,8276539.558840965,8276.539558840965,443.52068800391004,0.44352068800391004,18661.0,1339.0,,,,113.0,0.0,278.0
ortools,1000,1000,1,success,results/2014-10-14/ortools_n1000_seed1,8.0,10000.0,True,,,,,,0.6429579108953476,0.0867771350312978,0.1495256859343499,,,687054.257,687.054257,729.3569607218684,0.7293569607218684,942,58,443411,446412,2003,,,
ortools,1000,1000,2,success,results/2014-10-14/ortools_n1000_seed2,8.0,10000.0,True,,,,,,0.5987876541912556,0.08462953683920205,0.11029288498684764,,,679484.951,679.484951,722.8563308510638,0.7228563308510638,940,60,435533,438534,2003,,,
ortools,1000,1000,3,success,results/2014-10-14/ortools_n1000_seed3,8.0,10000.0,True,,,,,,0.6058125109411776,0.08610237785615027,0.11024457705207169,,,648735.14,648.73514,688.6784925690022,0.6886784925690022,942,58,439315,442316,2003,,,
ortools,2000,2000,1,success,results/2014-10-14/ortools_n2000_seed1,8.0,10000.0,True,,,,,,2.463227768894285,0.36421705107204616,0.5164391270373017,,,1144576.364,1144.576364,605.5959597883598,0.6055959597883598,1890,110,1754841,1760842,4003,,,
ortools,2000,2000,2,success,results/2014-10-14/ortools_n2000_seed2,8.0,10000.0,True,,,,,,2.4352325091604143,0.3574730579275638,0.5055017999839038,,,1166557.999,1166.557999,616.9000523532522,0.6169000523532523,1891,109,1735100,1741101,4003,,,
ortools,2000,2000,3,success,results/2014-10-14/ortools_n2000_seed3,8.0,10000.0,True,,,,,,2.6489648860879242,0.3619094511959702,0.6650332331191748,,,1143397.343,1143.397343,602.1049726171669,0.602104972617167,1899,101,1761541,1767542,4003,,,
ortools,5000,5000,1,success,results/2014-10-14/ortools_n5000_seed1,8.0,10000.0,True,,,,,,9.790948058944196,1.703246237942949,2.730324232019484,,,2551863.259,2551.863259,534.421624921466,0.534421624921466,4775,225,10996772,11011773,10003,,,
ortools,5000,5000,2,success,results/2014-10-14/ortools_n5000_seed2,8.0,10000.0,True,,,,,,13.427852258086205,2.218014173908159,3.3656120118685067,,,2557983.051,2557.983051,537.2785236294897,0.5372785236294897,4761,239,10926296,10941297,10003,,,
ortools,5000,5000,3,success,results/2014-10-14/ortools_n5000_seed3,8.0,10000.0,True,,,,,,13.910715197911486,2.237832539016381,3.79478324088268,,,2563235.449,2563.2354490000002,536.6908394053602,0.5366908394053602,4776,224,11030800,11045801,10003,,,
ortools,10000,10000,1,success,results/2014-10-14/ortools_n10000_seed1,8.0,10000.0,True,,,,,,55.24536394700408,8.387242836877704,16.350652433931828,,,4647209.944,4647.209944,484.6902319566124,0.4846902319566124,9588,412,43903375,43933376,20003,,,
ortools,10000,10000,2,success,results/2014-10-14/ortools_n10000_seed2,8.0,10000.0,True,,,,,,57.13650158396922,9.157474698964506,16.288925184868276,,,4897144.436,4897.144436,511.2909204426811,0.5112909204426811,9578,422,43781483,43811484,20003,,,
ortools,10000,10000,3,success,results/2014-10-14/ortools_n10000_seed3,8.0,10000.0,True,,,,,,43.52020537201315,7.043874266091734,13.353566088946536,,,4475589.962,4475.589962,466.59611780650545,0.4665961178065054,9592,408,44022656,44052657,20003,,,
ortools,15000,15000,1,success,results/2014-10-14/ortools_n15000_seed1,8.0,10000.0,True,,,,,,134.3694854869973,20.54257332184352,46.25919284299016,,,6762838.992,6762.838992,469.3482540079117,0.4693482540079117,14409,591,98663989,98708990,30003,,,
ortools,15000,15000,2,success,results/2014-10-14/ortools_n15000_seed2,8.0,10000.0,True,,,,,,124.31496859109029,21.041409248951823,31.885412664152682,,,6967942.487,6967.942486999999,484.25481180068107,0.48425481180068103,14389,611,98564641,98609642,30003,,,
ortools,15000,15000,3,success,results/2014-10-14/ortools_n15000_seed3,8.0,10000.0,True,,,,,,127.22107748501003,20.626633218023926,40.172167631099,,,6561428.696,6561.428696000001,455.0859131641005,0.45508591316410046,14418,582,98968246,99013247,30003,,,
ortools,20000,20000,1,success,results/2014-10-14/ortools_n20000_seed1,8.0,10000.0,True,,,,,,238.8068766198121,36.50792287103832,80.70808701706119,,,8891144.58,8891.14458,462.1177016632017,0.46211770166320165,19240,760,175463517,175523518,40003,,,
ortools,20000,20000,2,success,results/2014-10-14/ortools_n20000_seed2,8.0,10000.0,True,,,,,,234.94464855082333,36.66675662482157,76.59345387597568,,,8941281.508,8941.281508,465.2555681132271,0.46525556811322716,19218,782,174942829,175002830,40003,,,
ortools,20000,20000,3,success,results/2014-10-14/ortools_n20000_seed3,8.0,10000.0,True,,,,,,277.1613960978575,37.31893132510595,93.97043178207241,,,8724872.682,8724.872682,453.31078516132385,0.4533107851613238,19247,753,175604635,175664636,40003,,,
